"region","c_price","discount_rate","allow_eor","early_adoption","plant_mw_th","technology","area_best_km2","area_viable_km2","biomass_processed_yr_mg","npv_min","npv_max","npv_mean","mean_co2_transport_distance_km","mean_biomass_transport_distance_km","mean_capital_cost_mg","mean_om_cost_mg","mean_biomass_cost_mg","mean_co2_transport_cost_mg","mean_net_cdr","mean_carbon_removal_revenue_mg","mean_electricity_production_mwh","mean_electricity_revenue_mg","mean_agronomic_revenue_mg","mean_lcoe_usd_mwh","mean_cost_of_co2_avoided","mean_abatement_efficiency","mean_total_capex_m"
"China",100,0.02,FALSE,FALSE,50,"BEBCS",2574499.42778732,2500450.05593857,84756550.3047777,-53.033184847675,67.4550711856336,24.3175666474902,NA,37.6365139810297,73.2650919233,29.8761331729751,45.6454770971544,0,0.994017321924816,99.4017321924814,0.75264329023612,22.8435215967297,50.8590150517034,130.111685591463,149.843626343616,1.6407928280033,116.279758519933
"Europe",100,0.02,FALSE,FALSE,50,"BES",2726660.25631971,1779275.96160546,48181440.9904465,-130.507294019199,112.806187256433,1.30342816502668,NA,47.3410090731788,42.4633064836628,2.03823871121581,72.1171513609747,0,0.239247717369265,23.9247717369265,1.472501178,93.9973529839553,NA,79.1976932162806,Inf,0,68.5291501786788
"Europe",100,0.02,FALSE,FALSE,50,"BECCS",1469212.65058058,1232951.17883232,35489758.3245052,-85.4012998800632,116.311989124838,41.3396276134976,674.922660974698,33.4554539135208,53.9483651702426,2.69741825851213,70.0343180870284,79.4083312535193,1.65899107443354,165.899107443353,1.3743344328,81.5289529394759,NA,149.955082147966,124.176145045526,1.04734285002117,87.0642426318861
"Europe",100,0.02,FALSE,FALSE,50,"BEBCS",561520.362859917,13650.5041593119,194728.726100797,-130.527940124553,74.7032044693687,-48.3100164104676,NA,85.6577393098917,73.2650919233,29.8761331729751,77.8646608964843,0,0.740931314957473,74.093131495747,0.75264329023612,30.5202276055122,28.0825104810358,203.181742925985,244.862156137086,1.19777710630778,116.279758519933
"India",100,0.02,FALSE,FALSE,50,"BES",1317865.11398201,1315343.46441235,57483893.8215186,-23.2103761321272,77.2802967319431,55.4600744827814,NA,24.7879845080592,42.4633064836628,2.03823871121581,42.420535205107,0,0.848402029497643,84.8402029497644,1.472501178,57.5419519330035,NA,59.0302280898991,102.467170741609,0,68.5291501786788
"India",100,0.02,FALSE,FALSE,50,"BECCS",1279516.15823209,1279516.15823209,78417706.9828812,45.8388110199274,174.316239924251,103.852289310322,795.20129667862,19.1883996170107,53.9483651702426,2.69741825851213,40.8782599425514,91.4304811985463,2.37623659945685,237.623659945686,1.3743344328,55.1831539344934,NA,137.488023337148,79.5188447858221,1.50014936834398,87.0642426318861
"India",100,0.02,FALSE,FALSE,50,"BEBCS",312418.575748954,312418.575748954,24069155.6582858,23.4234610854716,89.3995621124809,66.3395120085285,NA,28.0394207015582,73.2650919233,29.8761331729751,45.5285863032743,0,1.05828302410904,105.828302410903,0.75264329023612,29.6720531733494,79.5089678238249,91.8906000663706,140.553209814811,2.01136528463582,116.279758519933
"US",150,0.02,FALSE,FALSE,50,"BES",254363.863018769,172906.32184376,259833.222982816,-102.234025744644,54.5741060023925,5.20097170144755,NA,205.168482960943,42.4633064836628,2.03823871121581,130.835272444141,0,0.329117067926972,49.3675601890457,1.472501178,131.170229151421,NA,119.07414422389,582.3444363329,0,68.5291501786788
"US",150,0.02,FALSE,FALSE,50,"BECCS",4502207.19059661,4398359.24908232,15082105.2472116,-57.4155388228191,247.148782340234,107.913413502347,860.702528438386,123.894707199877,53.9483651702426,2.69741825851213,118.644206079982,95.7711052725907,2.06740980497592,310.111470746389,1.3743344328,68.8630375372864,NA,197.230811010883,132.320188114533,1.30518295768682,87.0642426318861
"US",150,0.02,FALSE,FALSE,50,"BEBCS",778503.112421075,253384.142796023,153755.486534895,-101.510358997986,81.7573759333258,-14.0929775185448,NA,215.974695616861,73.2650919233,29.8761331729751,132.456204342529,0,0.927047481752136,139.05712226282,0.75264329023612,37.5249072370518,44.9224224203889,253.340472826905,257.136443385578,1.45481848996246,116.279758519933
"China",150,0.02,FALSE,FALSE,50,"BES",346343.924409968,346146.103320599,22136191.0944844,-6.33502084927444,55.4262692167509,40.3385467693911,NA,38.6915203446235,42.4633064836628,2.03823871121581,45.8037280516935,0,0.564879362520933,84.7319043781397,1.472501178,45.911915637824,NA,61.3278105279534,159.965277885022,0,68.5291501786788
"China",150,0.02,FALSE,FALSE,50,"BECCS",1645190.92280632,1645190.92280632,139747155.579497,42.7419157200062,250.139981409191,149.309966752755,985.220414416118,15.7411611585151,53.9483651702426,2.69741825851213,42.3611741737772,118.075974243497,2.11325783080251,316.988674620379,1.3743344328,49.4042239784123,NA,157.954953805352,102.727678338665,1.33412741843593,87.0642426318861
"China",150,0.02,FALSE,FALSE,50,"BEBCS",3055035.92102477,3044861.33563481,92433241.14621,-25.7287958956871,113.711961819442,66.348058200945,NA,43.2622749463498,73.2650919233,29.8761331729751,46.4893412419527,0,1.00884967722102,151.327451583155,0.75264329023612,22.6611016013844,41.9900713546264,143.016614085315,148.529869345141,1.62492643667219,116.279758519933
"Europe",150,0.02,FALSE,FALSE,50,"BES",860564.78988572,828365.138655316,22612440.4951597,-125.420668813152,178.994774099268,41.8096899269989,NA,39.6162222502796,42.4633064836628,2.03823871121581,70.9584333375427,0,0.376874603705609,56.5311905558413,1.472501178,100.738477903569,NA,78.4107885667312,Inf,0,68.5291501786788
"Europe",150,0.02,FALSE,FALSE,50,"BECCS",2534407.68042241,2483256.03848845,65954863.783234,-93.048058537644,197.956931360259,97.3079132938542,1008.29909628572,35.6970425199683,53.9483651702426,2.69741825851213,70.3705563779929,118.790671593803,1.7195778557687,257.936678365305,1.3743344328,85.1782463291004,NA,178.855310275361,142.455438752055,1.08559208066207,87.0642426318861
"Europe",150,0.02,FALSE,FALSE,50,"BEBCS",1362420.79945205,752218.773634646,13047487.307365,-94.3628599131944,130.814255828602,-6.22198685393841,NA,75.1289333350908,73.2650919233,29.8761331729751,76.2853400002632,0,0.763775731139119,114.566359670867,0.75264329023612,37.5447376437223,21.0934809280126,210.369355872227,236.178259998981,1.22326552372114,116.279758519933
"India",150,0.02,FALSE,FALSE,50,"BES",136650.110995783,136650.110995783,2885971.38096926,17.6976665622924,105.862775218542,87.2031577469879,NA,48.2995281599006,42.4633064836628,2.03823871121581,51.268006147062,0,0.846050875132462,126.907631269869,1.472501178,56.0650778190596,NA,65.0386925136576,113.266233452936,0,68.5291501786788
"India",150,0.02,FALSE,FALSE,50,"BECCS",2505546.4933255,2505546.4933255,137359946.643999,74.6087490075607,293.183058537244,184.799627783944,1020.25054956436,20.1349763107804,53.9483651702426,2.69741825851213,41.0256194991141,128.561627868218,2.37614194178748,356.421291268122,1.3743344328,54.6113673119133,NA,164.61279394359,95.2113310749865,1.50008960971431,87.0642426318861
"India",150,0.02,FALSE,FALSE,50,"BEBCS",267603.243641863,267603.243641863,19739225.5365219,57.4163628274004,141.792272474708,114.928772419217,NA,32.5522632261158,73.2650919233,29.8761331729751,46.9087639048845,0,1.06045383752747,159.06807562912,0.75264329023612,29.3385920607953,76.572093730462,97.6264536253904,141.591335384064,2.00626997522406,116.279758519933
"US",200,0.02,FALSE,FALSE,50,"BES",55525.0481019852,52726.2933495253,127481.937974858,-94.1657196553244,69.0822824293917,44.4858444426774,NA,157.177758504933,42.4633064836628,2.03823871121581,123.63666377574,0,0.288718695480678,57.7437390961355,1.472501178,154.880314317161,NA,114.185449548495,601.995353184487,0,68.5291501786788
"US",200,0.02,FALSE,FALSE,50,"BECCS",4852324.02016726,4849757.04025682,15272896.1051138,-28.6086762639156,376.392099484271,200.821881053581,960.571548894448,131.931611529798,53.9483651702426,2.69741825851213,119.84974172947,105.755389557584,2.06638215894275,413.276431788548,1.3743344328,69.7963639808369,NA,205.372802994366,137.867935307939,1.30453419125173,87.0642426318861
"US",200,0.02,FALSE,FALSE,50,"BEBCS",627225.097767103,435210.098020698,366931.162069531,-60.8677616555639,126.670627183537,21.5326558317901,NA,209.719262448199,73.2650919233,29.8761331729751,131.51788936723,0,0.883542362010423,176.708472402084,0.75264329023612,41.5490296987487,37.9342681944626,261.378595705445,267.297711384684,1.3967190668625,116.279758519933
"China",200,0.02,FALSE,FALSE,50,"BES",6480.00509233162,6480.00509233162,302788.591067667,20.9934419573527,77.1237679309735,59.5229225456208,NA,55.7809822151738,42.4633064836628,2.03823871121581,48.3671473322761,0,0.563170416333877,112.634083266775,1.472501178,39.757531806,NA,63.0686711254737,165.0307100135,0,68.5291501786788
"China",200,0.02,FALSE,FALSE,50,"BECCS",2994364.5661454,2994364.5661454,197455471.931681,76.7253379463639,355.839929513662,203.36715215781,1447.68958597904,22.1487127954916,53.9483651702426,2.69741825851213,43.3223069193238,167.022417339856,2.11261707563879,422.523415127765,1.3743344328,47.8342447179751,NA,194.268950348558,126.390328286753,1.33372290128714,87.0642426318861
"China",200,0.02,FALSE,FALSE,50,"BEBCS",2045726.19700331,2045726.19700331,56561639.4257536,27.0461847142924,165.248568415843,110.513628619495,NA,52.1088034472285,73.2650919233,29.8761331729751,47.8163205170844,0,1.00511466542862,201.022933085723,0.75264329023612,21.0159751594499,39.4322659876793,148.178135741691,150.32191716018,1.62643759253843,116.279758519933
"Europe",200,0.02,FALSE,FALSE,50,"BES",156755.728831834,155936.508155582,2127906.648569,-125.915652005541,244.401706137873,147.248251591971,NA,48.5023006554641,42.4633064836628,2.03823871121581,72.2913450983194,0,0.848212160094931,169.642432018986,1.472501178,94.3987098661811,NA,79.3159910756949,Inf,0,68.5291501786788
"Europe",200,0.02,FALSE,FALSE,50,"BECCS",3380987.23197134,3361373.96755744,89906288.6765766,-103.16277006939,292.75337089577,157.702825035993,1293.60438257588,38.2137066738395,53.9483651702426,2.69741825851213,70.7480560010729,146.619271385789,1.73636766602779,347.273533205565,1.3743344328,84.4424026460623,NA,199.378771480941,157.431843365335,1.09619170835089,87.0642426318861
"Europe",200,0.02,FALSE,FALSE,50,"BEBCS",1219650.30895689,1088768.42830823,15512881.7819401,-57.170594626757,186.925307187835,37.0132801861044,NA,74.7866199550923,73.2650919233,29.8761331729751,76.2339929932639,0,0.764391431837918,152.878286367583,0.75264329023612,40.5804543352463,22.9297575728177,207.861363472252,236.657172775704,1.24281468469668,116.279758519933
"India",200,0.02,FALSE,FALSE,50,"BES",31867.455131396,31867.455131396,62116.2141521668,58.6057092567121,139.301861320082,108.227165401191,NA,87.7676456330617,42.4633064836628,2.03823871121581,71.6471468449593,0,0.842104063385145,168.420812677029,1.472501178,55.9550447639998,NA,78.8785053453029,138.021210056289,0,68.5291501786788
"India",200,0.02,FALSE,FALSE,50,"BECCS",2802572.64363893,2802572.64363893,159106422.68423,114.770754322102,412.049877150237,292.664335084215,1137.39052332327,21.3249430943212,53.9483651702426,2.69741825851213,41.5951191291228,138.784140941131,2.37602294510913,475.204589021824,1.3743344328,54.484789561404,NA,172.465331466742,99.7604188888581,1.50001448554869,87.0642426318861
"India",200,0.02,FALSE,FALSE,50,"BEBCS",75359.7491928758,75359.7491928758,816604.663109869,76.2216443402261,164.215535397263,142.906097936054,NA,44.3069265447012,73.2650919233,29.8761331729751,47.2190662413896,0,1.14596769443131,229.193538886262,0.75264329023612,28.6242013451639,35.4486490422928,152.677428718353,131.287730336581,1.8663828147967,116.279758519933
"US",0,0.08,FALSE,FALSE,50,"BES",5535074.16603613,NA,NA,-184.505849662537,-32.9811271535716,-133.46606074388,NA,141.633983766541,84.4773368987069,4.05491217113793,121.305097564982,0,0.490953871124919,0,1.472501178,76.371285890949,NA,142.504026326032,505.544428822378,0,68.5291501786788
"US",0,0.08,FALSE,FALSE,50,"BECCS",NA,NA,NA,NA,NA,NA,NA,NA,107.325938487019,5.36629692435097,NA,NA,NA,NA,1.3743344328,NA,NA,NA,NA,NA,87.0642426318861
"US",0,0.08,FALSE,FALSE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"China",0,0.08,FALSE,FALSE,50,"BES",5046570.76824062,NA,NA,-160.735199600421,-65.638782082434,-86.4278967302967,NA,34.0769839291993,84.4773368987069,4.05491217113793,45.1115475893802,0,0.565340816162475,0,1.472501178,47.2158999289452,NA,90.759721388301,236.484191171415,0,68.5291501786788
"China",0,0.08,FALSE,FALSE,50,"BECCS",NA,NA,NA,NA,NA,NA,NA,NA,107.325938487019,5.36629692435097,NA,NA,NA,NA,1.3743344328,NA,NA,NA,NA,NA,87.0642426318861
"China",0,0.08,FALSE,FALSE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"Europe",0,0.08,FALSE,FALSE,50,"BES",4757393.26976032,NA,NA,-174.316003494249,-18.9413484528531,-72.7330114984014,NA,47.2981500024191,84.4773368987069,4.05491217113793,72.1107225003607,0,0.1662044862613,0,1.472501178,87.9099600718187,NA,109.095309375847,Inf,0,68.5291501786788
"Europe",0,0.08,FALSE,FALSE,50,"BECCS",NA,NA,NA,NA,NA,NA,NA,NA,107.325938487019,5.36629692435097,NA,NA,NA,NA,1.3743344328,NA,NA,NA,NA,NA,87.0642426318861
"Europe",0,0.08,FALSE,FALSE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"India",0,0.08,FALSE,FALSE,50,"BES",2909799.84796316,NA,NA,-149.057165395933,-51.1872916379834,-72.348628396418,NA,22.7280831000404,84.4773368987069,4.05491217113793,42.0999782131913,0,0.848608019638451,0,1.472501178,58.283598886615,NA,88.714514619584,153.948571344772,0,68.5291501786788
"India",0,0.08,FALSE,FALSE,50,"BECCS",NA,NA,NA,NA,NA,NA,NA,NA,107.325938487019,5.36629692435097,NA,NA,NA,NA,1.3743344328,NA,NA,NA,NA,NA,87.0642426318861
"India",0,0.08,FALSE,FALSE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"US",50,0.08,FALSE,FALSE,50,"BES",5312703.58369919,NA,NA,-175.180760446015,-18.4729507265723,-109.155971709583,NA,143.671509663477,84.4773368987069,4.05491217113793,121.610726449522,0,0.491455422360714,24.5727711180355,1.472501178,76.4142326917496,NA,142.711583976312,506.930093644407,0,68.5291501786788
"US",50,0.08,FALSE,FALSE,50,"BECCS",222370.582336941,NA,NA,-152.559435537373,-73.4528727760396,-97.458966820905,123.532060130738,92.6947860182665,107.325938487019,5.36629692435097,113.96421790274,42.6377149698638,2.03036203737525,101.518101868762,1.3743344328,70.3170995943062,NA,195.945151236099,133.257309101974,1.28179421551468,87.0642426318861
"US",50,0.08,FALSE,FALSE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"China",50,0.08,FALSE,FALSE,50,"BES",4958753.06587035,NA,NA,-134.352873009004,-37.2645758494839,-58.4296132400843,NA,34.4713036139332,84.4773368987069,4.05491217113793,45.17069554209,0,0.565301384194001,28.2650692097,1.472501178,47.0082621621671,NA,90.7998897451034,236.606256010496,0,68.5291501786788
"China",50,0.08,FALSE,FALSE,50,"BECCS",87602.7403843876,NA,NA,-52.2399823057257,-18.0252355357403,-36.0718135366068,126.148133883956,10.6708331827017,107.325938487019,5.36629692435097,41.6006249774052,42.8432780251156,2.1137648636001,105.688243180005,1.3743344328,55.3760816972793,NA,143.441169564715,93.263172023552,1.33444751489905,87.0642426318861
"China",50,0.08,FALSE,FALSE,50,"BEBCS",214.961986088936,NA,NA,-81.9789602159319,-76.4448949959562,-79.2119276059441,NA,196.689170837402,131.537964686904,31.0390559743725,69.5033756256103,0,1.04237087842209,52.1185439211047,0.75264329023612,25.5898718680281,75.1600528918095,208.492316919277,222.645307267565,1.5527030120644,116.279758519933
"Europe",50,0.08,FALSE,FALSE,50,"BES",4643024.56737118,9849.3194155823,151882.638285697,-175.022639366082,2.58689653863217,-64.6914424069573,NA,47.9821453997658,84.4773368987069,4.05491217113793,72.2133218099623,0,0.169240452991165,8.46202264955822,1.472501178,87.5921058233102,NA,109.164986270599,Inf,0,68.5291501786788
"Europe",50,0.08,FALSE,FALSE,50,"BECCS",114368.702388935,NA,NA,-66.9620791259474,-22.121554439321,-48.306878950527,123.869523920098,20.3417039969849,107.325938487019,5.36629692435097,68.0672555995477,42.6541345190802,1.62731684726127,81.3658423630636,1.3743344328,93.7409042164088,NA,162.561324374902,137.292549768747,1.02734649448313,87.0642426318861
"Europe",50,0.08,FALSE,FALSE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"India",50,0.08,FALSE,FALSE,50,"BES",2869921.46386035,NA,NA,-108.149122701513,-8.68408703469882,-29.9894091414451,NA,22.8353864078523,84.4773368987069,4.05491217113793,42.1250865472921,0,0.84859728930767,42.4298644653834,1.472501178,58.238062010304,NA,88.731566106181,153.980220917713,0,68.5291501786788
"India",50,0.08,FALSE,FALSE,50,"BECCS",39878.3841028158,NA,NA,-26.5058277489321,-1.38249830883234,-17.5945928383328,108.462805865028,14.504097460111,107.325938487019,5.36629692435097,40.1756146190167,41.2174060724311,2.37670502967254,118.835251483627,1.3743344328,57.6554117808581,NA,141.22127152661,81.6617209074079,1.50044509449024,87.0642426318861
"India",50,0.08,FALSE,FALSE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"US",100,0.08,FALSE,FALSE,50,"BES",3134430.81184319,NA,NA,-167.524693667914,-3.96477429957304,-88.7419567387318,NA,162.40770460291,84.4773368987069,4.05491217113793,124.421155690436,0,0.441256952821023,44.1256952821023,1.472501178,80.0857527394462,NA,144.620193139351,568.952278719097,0,68.5291501786788
"US",100,0.08,FALSE,FALSE,50,"BECCS",2259279.0155721,475764.633309098,2504891.86758915,-124.56698407514,55.6778867766869,-28.4866220081182,489.3304943034,112.546430922905,107.325938487019,5.36629692435097,116.941964638436,77.6514697249484,2.11881869088905,211.881869088905,1.3743344328,66.9171786777337,NA,223.58871497435,146.076933223144,1.33763806242996,87.0642426318861
"US",100,0.08,FALSE,FALSE,50,"BEBCS",141364.338621241,NA,NA,-145.924616262613,-70.4456225242487,-103.256858401506,NA,127.839964647869,131.537964686904,31.0390559743725,119.23599469718,0,0.861348327227146,86.1348327227146,0.75264329023612,33.6823875942258,58.7389366400096,296.387520638712,328.884743465512,1.4313508804011,116.279758519933
"China",100,0.08,FALSE,FALSE,50,"BES",4282423.34160538,NA,NA,-105.742049347274,-8.8903696165338,-31.071710998307,NA,35.789994442905,84.4773368987069,4.05491217113793,45.3684991664356,0,0.565169515111104,56.5169515111101,1.472501178,46.3120857268742,NA,90.9342214708104,237.01141891969,0,68.5291501786788
"China",100,0.08,FALSE,FALSE,50,"BECCS",633373.367855966,522640.574671844,55727954.5079572,-33.6821478597925,87.6747125687307,31.9572492883473,481.307353716348,12.3684410887731,107.325938487019,5.36629692435097,41.855266163316,77.1145744913857,2.1135951028095,211.359510280949,1.3743344328,52.2598150734714,NA,168.563102646053,109.606361787312,1.33434034268276,87.0642426318861
"China",100,0.08,FALSE,FALSE,50,"BEBCS",130774.058779809,NA,NA,-106.937542989215,-15.4485375631295,-43.1152634029111,NA,78.9643959224315,131.537964686904,31.0390559743725,51.8446593883647,0,1.02734216864402,102.734216864402,0.75264329023612,18.3492384601439,50.2229613221836,218.162735066626,208.82085404486,1.59719154260013,116.279758519933
"Europe",100,0.08,FALSE,FALSE,50,"BES",3768072.4617784,244197.32268947,3713884.89302565,-175.729275237915,68.7754833814671,-54.5278509486819,NA,52.0808717421351,84.4773368987069,4.05491217113793,72.8281307613179,0,0.193888124872452,19.3888124872453,1.472501178,87.4437163952323,NA,109.582513238007,Inf,0,68.5291501786788
"Europe",100,0.08,FALSE,FALSE,50,"BECCS",952009.834387428,411529.114570281,14782658.2165607,-121.708383851772,59.5192645222509,-8.89680332735614,467.351380238727,28.8756812703427,107.325938487019,5.36629692435097,69.3473521905523,75.6571194730864,1.64310128400874,164.310128400873,1.3743344328,84.4897753467727,NA,187.506549297458,156.832773352299,1.03731141667219,87.0642426318861
"Europe",100,0.08,FALSE,FALSE,50,"BEBCS",37310.9735945363,NA,NA,-114.706029481812,-80.8751745706932,-90.229211022691,NA,48.729906662469,131.537964686904,31.0390559743725,72.3254859993703,0,0.694081562605562,69.4081562605563,0.75264329023612,31.8049984193591,43.4601409580397,254.36002444471,338.674725787924,1.21724900777016,116.279758519933
"India",100,0.08,FALSE,FALSE,50,"BES",2324635.30138757,2204325.56344881,121077567.278651,-67.2410800070934,33.8191175685858,12.4522749143642,NA,23.6009778846811,84.4773368987069,4.05491217113793,42.3981039273576,0,0.848520730159985,84.8520730159983,1.472501178,58.5305548955628,NA,88.9169767422781,154.318040177408,0,68.5291501786788
"India",100,0.08,FALSE,FALSE,50,"BECCS",585164.546575592,584005.649314927,37808449.4476437,-2.64419683614551,117.48432030416,52.5725987149828,540.022513747812,19.1216447839273,107.325938487019,5.36629692435097,40.8682467175892,84.9369740317636,2.37624327494016,237.624327494016,1.3743344328,53.4457273816917,NA,173.536695631514,100.368200208867,1.50015358266424,87.0642426318861
"India",100,0.08,FALSE,FALSE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"US",150,0.08,FALSE,FALSE,50,"BES",682118.537553887,31988.9396516281,140299.545904866,-159.868626889812,10.5434021274262,-58.2416389157236,NA,226.718058544772,84.4773368987069,4.05491217113793,134.067708781716,0,0.41107566599155,61.6613498987324,1.472501178,102.696969037105,NA,151.171327519006,643.723569269255,0,68.5291501786788
"US",150,0.08,FALSE,FALSE,50,"BECCS",4416068.03323017,2646470.25167088,11353520.6288073,-125.797399295134,184.921203920723,28.8323578465515,840.284572162523,121.67322121804,107.325938487019,5.36629692435097,118.310983182706,118.83344770741,2.06891285565347,310.336928348022,1.3743344328,68.3320958000188,NA,254.549880984024,170.588767374,1.30613185331658,87.0642426318861
"US",150,0.08,FALSE,FALSE,50,"BEBCS",436887.595252519,NA,NA,-153.714236575455,-1.18077557885886,-86.4680738266466,NA,197.087602628699,131.537964686904,31.0390559743725,129.623140394305,0,0.902789954210556,135.418493131583,0.75264329023612,33.8048601605901,36.5087339367613,339.724581931241,326.479193167839,1.41451091840741,116.279758519933
"China",150,0.08,FALSE,FALSE,50,"BES",1567877.79993832,767676.285455891,49665904.0095396,-78.7174625324682,17.4995979220556,-2.68039806609392,NA,38.6866882681292,84.4773368987069,4.05491217113793,45.803003240219,0,0.564879845728585,84.7319768592872,1.472501178,46.9228773846808,NA,91.2293004020022,237.939320068136,0,68.5291501786788
"China",150,0.08,FALSE,FALSE,50,"BECCS",1679425.32209836,1671251.41153318,140097789.193546,-10.3118259830119,193.374660673202,73.4681452706827,960.156255710974,15.9516971856753,107.325938487019,5.36629692435097,42.3927545778512,138.117014737543,2.1132367771998,316.985516579972,1.3743344328,49.6846334174824,NA,213.341089133167,138.749300801093,1.33411412702007,87.0642426318861
"China",150,0.08,FALSE,FALSE,50,"BEBCS",1799267.64620437,1003865.72936271,30421438.173409,-75.1417595049153,30.8083530706788,0.693815529198103,NA,46.6544190842235,131.537964686904,31.0390559743725,46.9981628626337,0,1.00480881528478,150.721322292716,0.75264329023612,21.4211644243096,38.1265123360794,227.795389146488,208.840975332286,1.62744017131916,116.279758519933
"Europe",150,0.08,FALSE,FALSE,50,"BES",1570399.95142599,261312.968724707,3761328.04602046,-169.451372688118,134.964070224302,-14.9420682296806,NA,39.7934282226015,84.4773368987069,4.05491217113793,70.9850142333899,0,0.2995545248172,44.9331787225799,1.472501178,99.6420163509741,NA,108.330822200018,Inf,0,68.5291501786788
"Europe",150,0.08,FALSE,FALSE,50,"BECCS",2357987.90786453,1630537.05953625,45617107.2889556,-139.43086088632,141.160083483823,24.7019200258467,947.904913190958,35.7149024376696,107.325938487019,5.36629692435097,70.3732353656485,133.598033234265,1.70818518531641,256.227777797459,1.3743344328,85.1376462396774,NA,230.412260985218,185.207652446995,1.0783997382048,87.0642426318861
"Europe",150,0.08,FALSE,FALSE,50,"BEBCS",829005.410469598,NA,NA,-153.798655478195,-19.9238109764696,-83.366373141753,NA,93.3276109888512,131.537964686904,31.0390559743725,79.0151416483282,0,0.749982970210937,112.497445531641,0.75264329023612,29.9342468616802,15.7940967745354,300.006747504824,322.640160736313,1.18158829848258,116.279758519933
"India",150,0.08,FALSE,FALSE,50,"BES",519144.646327718,516622.996758053,28549973.585627,-26.3330373126738,72.9681123179828,50.4073533674335,NA,31.9487849690284,84.4773368987069,4.05491217113793,45.1894252699823,0,0.847685949451551,127.152892417732,1.472501178,56.97613528953,NA,90.812609414311,157.784138522443,0,68.5291501786788
"India",150,0.08,FALSE,FALSE,50,"BECCS",2357782.36104934,2357782.36104934,131307879.710021,48.73224330496,236.351138917153,111.94511921546,966.291756385389,19.8510778431648,107.325938487019,5.36629692435097,40.9776616764748,145.50015044638,2.37617033163424,356.425549745136,1.3743344328,54.6896170045524,NA,217.683585882887,125.90494739494,1.50010753259737,87.0642426318861
"India",150,0.08,FALSE,FALSE,50,"BEBCS",32872.8405861129,32872.8405861129,112903.167037701,12.7193119638707,56.0511054851644,28.9180527153614,NA,73.5305006424052,131.537964686904,31.0390559743725,70.0436690560923,0,1.04620255789779,156.930383684669,0.75264329023612,29.4763399721063,75.1320187759545,209.247425685555,222.373141088431,2.01719396775674,116.279758519933
"US",200,0.08,FALSE,FALSE,50,"BES",142415.110890439,105551.020177126,203801.402962139,-138.196423530291,25.0515785544255,2.72305208523446,NA,156.74563299453,84.4773368987069,4.05491217113793,123.57184494918,0,0.299080545083827,59.8161090167653,1.472501178,155.011037087494,NA,144.043412112655,739.661522849461,0,68.5291501786788
"US",200,0.08,FALSE,FALSE,50,"BECCS",4910308.33829088,4709862.9275405,15197800.1740764,-86.775852419505,314.164521064759,119.613331695714,978.759602383,133.608720058834,107.325938487019,5.36629692435097,120.101308008825,130.428565611228,2.06598054079526,413.196108159049,1.3743344328,69.6393325680838,NA,264.289462857606,177.411725568158,1.30428064444145,87.0642426318861
"US",200,0.08,FALSE,FALSE,50,"BEBCS",482350.716855025,20488.7378079344,11366.3499515091,-120.303557220565,43.7324756713526,-54.6953540331,NA,212.354322667688,131.537964686904,31.0390559743725,131.913148400153,0,0.877779991639242,175.555998327848,0.75264329023612,36.6049521692815,27.6338645311995,354.558803608693,337.383452789665,1.3783587451224,116.279758519933
"China",200,0.08,FALSE,FALSE,50,"BES",111558.451415925,110769.049610114,12251677.2102749,-23.0372619176135,33.9091396709365,23.1007665491544,NA,14.7536154092787,84.4773368987069,4.05491217113793,42.2130423113917,0,0.567273153014467,113.454630602894,1.472501178,40.3914273274982,NA,88.7912983260353,230.495222955997,0,68.5291501786788
"China",200,0.08,FALSE,FALSE,50,"BECCS",3188851.65754674,3188851.65754674,203879085.622837,20.6788859637483,299.074608777673,131.262053031601,1495.23263573151,22.7994523385364,107.325938487019,5.36629692435097,43.4199178507806,182.868987859642,2.11255200168451,422.510400336905,1.3743344328,47.7327938164852,NA,246.651130199197,160.471100472397,1.33368181924528,87.0642426318861
